,ID,Burnout
302,302,Burnout
303,303,Alto
304,304,Alto
305,305,Burnout
306,306,Moderado
307,307,Baixo
308,308,Baixo
309,309,Alto
310,310,Moderado
311,311,Baixo
312,312,Moderado
313,313,Moderado
314,314,Baixo
315,315,Burnout
316,316,Baixo
317,317,Moderado
318,318,Burnout
319,319,Alto
320,320,Alto
321,321,Baixo
322,322,Alto
323,323,Alto
324,324,Burnout
325,325,Alto
326,326,Alto
327,327,Burnout
328,328,Baixo
329,329,Moderado
330,330,Alto
331,331,Baixo
332,332,Moderado
333,333,Alto
334,334,Moderado
335,335,Burnout
336,336,Alto
337,337,Moderado
338,338,Moderado
339,339,Moderado
340,340,Alto
341,341,Alto
342,342,Baixo
343,343,Moderado
344,344,Moderado
345,345,Alto
346,346,Alto
347,347,Alto
348,348,Burnout
349,349,Moderado
350,350,Burnout
351,351,Moderado
352,352,Moderado
353,353,Moderado
354,354,Burnout
355,355,Burnout
356,356,Burnout
357,357,Burnout
358,358,Alto
359,359,Moderado
360,360,Moderado
361,361,Alto
362,362,Moderado
363,363,Burnout
364,364,Burnout
365,365,Baixo
366,366,Moderado
367,367,Alto
368,368,Burnout
369,369,Burnout
370,370,Moderado
371,371,Alto
372,372,Burnout
373,373,Alto
374,374,Alto
375,375,Alto
376,376,Alto
377,377,Burnout
378,378,Baixo
379,379,Alto
380,380,Alto
381,381,Alto
382,382,Alto
383,383,Alto
384,384,Moderado
385,385,Alto
386,386,Baixo
387,387,Moderado
388,388,Moderado
389,389,Burnout
390,390,Moderado
391,391,Moderado
392,392,Moderado
393,393,Moderado
394,394,Baixo
395,395,Alto
396,396,Moderado
397,397,Moderado
398,398,Burnout
399,399,Moderado
400,400,Alto
401,401,Alto
402,402,Moderado
403,403,Alto
404,404,Moderado
405,405,Moderado
406,406,Alto
407,407,Baixo
408,408,Burnout
409,409,Alto
410,410,Baixo
411,411,Moderado
412,412,Moderado
413,413,Moderado
414,414,Burnout
415,415,Baixo
416,416,Moderado
417,417,Baixo
418,418,Baixo
419,419,Alto
420,420,Alto
421,421,Baixo
422,422,Baixo
423,423,Baixo
424,424,Alto
425,425,Baixo
426,426,Burnout
427,427,Burnout
428,428,Moderado
429,429,Baixo
430,430,Moderado
431,431,Burnout
432,432,Baixo
433,433,Alto
434,434,Baixo
435,435,Baixo
436,436,Alto
437,437,Alto
438,438,Baixo
439,439,Alto
440,440,Burnout
441,441,Alto
442,442,Baixo
443,443,Burnout
444,444,Alto
445,445,Alto
446,446,Moderado
447,447,Alto
448,448,Burnout
449,449,Alto
450,450,Burnout
451,451,Baixo
452,452,Burnout
453,453,Burnout
454,454,Alto
455,455,Moderado
456,456,Alto
457,457,Alto
458,458,Alto
459,459,Baixo
460,460,Moderado
461,461,Baixo
462,462,Burnout
463,463,Baixo
464,464,Alto
465,465,Baixo
466,466,Moderado
467,467,Baixo
468,468,Burnout
469,469,Alto
470,470,Baixo
471,471,Alto
472,472,Moderado
473,473,Alto
474,474,Baixo
475,475,Alto
476,476,Alto
477,477,Moderado
478,478,Moderado
479,479,Moderado
480,480,Alto
481,481,Alto
482,482,Moderado
483,483,Moderado
484,484,Alto
485,485,Burnout
486,486,Moderado
487,487,Moderado
488,488,Baixo
489,489,Baixo
490,490,Burnout
491,491,Baixo
492,492,Burnout
493,493,Baixo
494,494,Baixo
495,495,Moderado
496,496,Baixo
497,497,Moderado
498,498,Burnout
499,499,Moderado
500,500,Alto
501,501,Baixo
502,502,Alto
503,503,Moderado
504,504,Alto
505,505,Baixo
506,506,Alto
507,507,Baixo
508,508,Baixo
509,509,Alto
510,510,Baixo
511,511,Baixo
512,512,Burnout
513,513,Moderado
514,514,Moderado
515,515,Alto
516,516,Alto
517,517,Burnout
518,518,Baixo
519,519,Baixo
520,520,Burnout
521,521,Moderado
522,522,Baixo
523,523,Moderado
524,524,Alto
525,525,Moderado
526,526,Alto
527,527,Burnout
528,528,Moderado
529,529,Baixo
530,530,Alto
531,531,Moderado
532,532,Baixo
533,533,Moderado
534,534,Alto
535,535,Baixo
536,536,Alto
537,537,Moderado
538,538,Baixo
539,539,Baixo
540,540,Alto
541,541,Moderado
542,542,Alto
543,543,Baixo
544,544,Alto
545,545,Moderado
546,546,Moderado
547,547,Alto
548,548,Alto
549,549,Baixo
550,550,Moderado
551,551,Alto
552,552,Burnout
553,553,Baixo
554,554,Alto
555,555,Moderado
556,556,Moderado
557,557,Alto
558,558,Alto
559,559,Burnout
560,560,Moderado
561,561,Alto
562,562,Burnout
563,563,Alto
564,564,Baixo
565,565,Alto
566,566,Moderado
567,567,Alto
568,568,Baixo
569,569,Alto
570,570,Moderado
571,571,Moderado
572,572,Moderado
573,573,Alto
574,574,Moderado
575,575,Burnout
576,576,Alto
577,577,Alto
578,578,Moderado
579,579,Alto
580,580,Burnout
581,581,Alto
582,582,Alto
583,583,Alto
584,584,Moderado
585,585,Alto
586,586,Burnout
587,587,Alto
588,588,Burnout
589,589,Moderado
590,590,Baixo
591,591,Burnout
592,592,Moderado
593,593,Alto
594,594,Baixo
595,595,Moderado
596,596,Moderado
597,597,Burnout
598,598,Moderado
599,599,Baixo
600,600,Moderado
601,601,Moderado
602,602,Burnout
603,603,Moderado
604,604,Burnout
605,605,Burnout
606,606,Moderado
607,607,Burnout
608,608,Baixo
609,609,Alto
610,610,Burnout
611,611,Burnout
612,612,Alto
613,613,Alto
614,614,Alto
615,615,Burnout
616,616,Burnout
617,617,Burnout
618,618,Alto
619,619,Alto
620,620,Moderado
621,621,Burnout
622,622,Alto
623,623,Alto
624,624,Baixo
625,625,Alto
626,626,Baixo
627,627,Baixo
628,628,Burnout
629,629,Alto
630,630,Moderado
631,631,Moderado
632,632,Burnout
633,633,Moderado
634,634,Alto
635,635,Baixo
636,636,Burnout
637,637,Alto
638,638,Moderado
639,639,Baixo
640,640,Baixo
641,641,Baixo
642,642,Baixo
643,643,Baixo
644,644,Alto
645,645,Burnout
646,646,Alto
647,647,Moderado
648,648,Moderado
649,649,Baixo
650,650,Moderado
651,651,Baixo
652,652,Burnout
653,653,Burnout
654,654,Moderado
655,655,Baixo
656,656,Burnout
657,657,Baixo
658,658,Baixo
659,659,Alto
660,660,Alto
661,661,Moderado
662,662,Alto
663,663,Moderado
664,664,Alto
665,665,Baixo
666,666,Moderado
667,667,Alto
668,668,Baixo
669,669,Moderado
670,670,Burnout
671,671,Baixo
672,672,Baixo
673,673,Alto
674,674,Moderado
675,675,Alto
676,676,Baixo
677,677,Moderado
678,678,Alto
679,679,Alto
680,680,Burnout
681,681,Moderado
682,682,Burnout
683,683,Moderado
684,684,Alto
685,685,Moderado
686,686,Baixo
687,687,Moderado
688,688,Baixo
689,689,Burnout
690,690,Baixo
691,691,Baixo
692,692,Burnout
693,693,Moderado
694,694,Moderado
695,695,Moderado
696,696,Baixo
697,697,Moderado
698,698,Moderado
699,699,Burnout
700,700,Moderado
701,701,Burnout
702,702,Baixo
703,703,Moderado
704,704,Moderado
705,705,Baixo
706,706,Moderado
707,707,Alto
708,708,Burnout
709,709,Alto
710,710,Moderado
711,711,Baixo
712,712,Baixo
713,713,Alto
714,714,Moderado
715,715,Alto
716,716,Burnout
717,717,Burnout
718,718,Moderado
719,719,Moderado
720,720,Baixo
721,721,Burnout
722,722,Burnout
723,723,Baixo
724,724,Burnout
725,725,Moderado
726,726,Alto
727,727,Moderado
728,728,Burnout
729,729,Burnout
730,730,Moderado
731,731,Alto
732,732,Baixo
733,733,Burnout
734,734,Alto
735,735,Burnout
736,736,Alto
737,737,Burnout
738,738,Burnout
739,739,Burnout
740,740,Alto
741,741,Alto
742,742,Baixo
743,743,Moderado
744,744,Alto
745,745,Moderado
746,746,Baixo
747,747,Burnout
748,748,Alto
749,749,Alto
750,750,Baixo
751,751,Baixo
752,752,Alto
753,753,Burnout
754,754,Alto
755,755,Moderado
756,756,Baixo
757,757,Burnout
758,758,Baixo
759,759,Moderado
760,760,Burnout
761,761,Moderado
762,762,Alto
763,763,Baixo
764,764,Burnout
765,765,Moderado
766,766,Moderado
767,767,Baixo
768,768,Alto
769,769,Alto
770,770,Baixo
771,771,Baixo
772,772,Alto
773,773,Moderado
774,774,Burnout
775,775,Baixo
776,776,Baixo
777,777,Alto
778,778,Moderado
779,779,Burnout
780,780,Baixo
781,781,Moderado
782,782,Alto
783,783,Moderado
784,784,Baixo
785,785,Moderado
786,786,Moderado
787,787,Moderado
788,788,Alto
789,789,Alto
790,790,Alto
791,791,Baixo
792,792,Baixo
793,793,Burnout
794,794,Moderado
795,795,Moderado
796,796,Alto
797,797,Burnout
798,798,Baixo
799,799,Baixo
800,800,Alto
801,801,Baixo
802,802,Baixo
803,803,Burnout
804,804,Burnout
805,805,Moderado
806,806,Baixo
807,807,Moderado
808,808,Alto
809,809,Alto
810,810,Alto
811,811,Burnout
812,812,Baixo
813,813,Baixo
814,814,Moderado
815,815,Moderado
816,816,Baixo
817,817,Alto
818,818,Moderado
819,819,Baixo
820,820,Moderado
821,821,Baixo
822,822,Moderado
823,823,Moderado
824,824,Alto
825,825,Alto
826,826,Burnout
827,827,Moderado
828,828,Moderado
829,829,Baixo
830,830,Moderado
831,831,Burnout
832,832,Baixo
833,833,Baixo
834,834,Alto
835,835,Burnout
836,836,Baixo
837,837,Burnout
838,838,Burnout
839,839,Alto
840,840,Alto
841,841,Burnout
842,842,Burnout
843,843,Alto
844,844,Alto
845,845,Moderado
846,846,Baixo
847,847,Moderado
848,848,Baixo
849,849,Moderado
850,850,Burnout
851,851,Moderado
852,852,Alto
853,853,Moderado
854,854,Burnout
855,855,Alto
856,856,Alto
857,857,Baixo
858,858,Burnout
859,859,Burnout
860,860,Alto
861,861,Alto
862,862,Baixo
863,863,Moderado
864,864,Baixo
865,865,Baixo
866,866,Baixo
867,867,Alto
868,868,Alto
869,869,Baixo
870,870,Alto
871,871,Alto
872,872,Moderado
873,873,Moderado
874,874,Moderado
875,875,Burnout
876,876,Moderado
877,877,Moderado
878,878,Burnout
879,879,Baixo
880,880,Moderado
881,881,Alto
882,882,Moderado
883,883,Moderado
884,884,Burnout
885,885,Moderado
886,886,Baixo
887,887,Baixo
888,888,Moderado
889,889,Moderado
890,890,Alto
891,891,Burnout
892,892,Moderado
893,893,Baixo
894,894,Moderado
895,895,Burnout
896,896,Alto
897,897,Alto
898,898,Moderado
899,899,Alto
900,900,Alto
901,901,Moderado
902,902,Baixo
903,903,Moderado
904,904,Burnout
905,905,Alto
906,906,Burnout
907,907,Burnout
908,908,Burnout
909,909,Burnout
910,910,Moderado
911,911,Alto
912,912,Baixo
913,913,Moderado
914,914,Alto
915,915,Moderado
916,916,Baixo
917,917,Baixo
918,918,Baixo
919,919,Moderado
920,920,Moderado
921,921,Alto
922,922,Burnout
923,923,Burnout
924,924,Baixo
925,925,Moderado
926,926,Alto
927,927,Alto
928,928,Alto
929,929,Baixo
930,930,Moderado
931,931,Moderado
932,932,Moderado
933,933,Moderado
934,934,Alto
935,935,Alto
936,936,Moderado
937,937,Moderado
938,938,Burnout
939,939,Moderado
940,940,Baixo
941,941,Baixo
942,942,Moderado
943,943,Moderado
944,944,Baixo
945,945,Baixo
946,946,Baixo
947,947,Alto
948,948,Moderado
949,949,Moderado
950,950,Moderado
951,951,Alto
952,952,Moderado
953,953,Alto
954,954,Alto
955,955,Burnout
956,956,Burnout
957,957,Moderado
958,958,Moderado
959,959,Moderado
960,960,Burnout
961,961,Moderado
962,962,Moderado
963,963,Burnout
964,964,Alto
965,965,Baixo
966,966,Burnout
967,967,Alto
968,968,Moderado
969,969,Moderado
970,970,Burnout
971,971,Moderado
972,972,Baixo
973,973,Baixo
974,974,Moderado
975,975,Alto
976,976,Moderado
977,977,Baixo
978,978,Alto
979,979,Burnout
980,980,Alto
981,981,Baixo
982,982,Alto
983,983,Moderado
984,984,Moderado
985,985,Moderado
986,986,Baixo
987,987,Alto
988,988,Baixo
989,989,Moderado
990,990,Moderado
991,991,Baixo
992,992,Baixo
993,993,Moderado
994,994,Alto
995,995,Moderado
996,996,Burnout
997,997,Moderado
998,998,Alto
999,999,Burnout
1000,1000,Alto
1001,1001,Moderado
1002,1002,Moderado
1003,1003,Alto
1004,1004,Burnout
1005,1005,Moderado
1006,1006,Baixo
1007,1007,Alto
1008,1008,Baixo
1009,1009,Moderado
1010,1010,Alto
1011,1011,Baixo
1012,1012,Alto
1013,1013,Baixo
1014,1014,Alto
1015,1015,Alto
1016,1016,Baixo
1017,1017,Baixo
1018,1018,Alto
1019,1019,Alto
1020,1020,Baixo
1021,1021,Baixo
1022,1022,Alto
1023,1023,Baixo
1024,1024,Baixo
1025,1025,Moderado
1026,1026,Burnout
1027,1027,Baixo
1028,1028,Baixo
1029,1029,Alto
1030,1030,Alto
1031,1031,Burnout
1032,1032,Burnout
1033,1033,Baixo
1034,1034,Alto
1035,1035,Burnout
1036,1036,Baixo
1037,1037,Moderado
1038,1038,Alto
1039,1039,Alto
1040,1040,Alto
1041,1041,Alto
1042,1042,Baixo
1043,1043,Burnout
1044,1044,Moderado
1045,1045,Moderado
1046,1046,Moderado
1047,1047,Burnout
1048,1048,Alto
1049,1049,Alto
1050,1050,Alto
1051,1051,Moderado
1052,1052,Burnout
1053,1053,Moderado
1054,1054,Moderado
1055,1055,Moderado
1056,1056,Burnout
1057,1057,Baixo
1058,1058,Baixo
1059,1059,Alto
1060,1060,Moderado
1061,1061,Moderado
1062,1062,Alto
1063,1063,Moderado
1064,1064,Moderado
1065,1065,Moderado
1066,1066,Alto
1067,1067,Alto
1068,1068,Baixo
1069,1069,Alto
1070,1070,Moderado
1071,1071,Baixo
1072,1072,Alto
1073,1073,Baixo
1074,1074,Alto
1075,1075,Alto
1076,1076,Alto
1077,1077,Baixo
1078,1078,Baixo
1079,1079,Moderado
1080,1080,Moderado
1081,1081,Baixo
1082,1082,Alto
1083,1083,Burnout
1084,1084,Burnout
1085,1085,Baixo
1086,1086,Moderado
1087,1087,Baixo
1088,1088,Moderado
1089,1089,Moderado
1090,1090,Alto
1091,1091,Alto
1092,1092,Alto
1093,1093,Baixo
1094,1094,Alto
1095,1095,Burnout
1096,1096,Alto
1097,1097,Alto
1098,1098,Burnout
1099,1099,Moderado
1100,1100,Moderado
1101,1101,Burnout
1102,1102,Alto
1103,1103,Burnout
1104,1104,Burnout
1105,1105,Burnout
1106,1106,Alto
1107,1107,Moderado
1108,1108,Moderado
1109,1109,Moderado
1110,1110,Moderado
1111,1111,Baixo
1112,1112,Baixo
1113,1113,Alto
1114,1114,Moderado
1115,1115,Burnout
1116,1116,Alto
1117,1117,Alto
1118,1118,Burnout
1119,1119,Alto
1120,1120,Alto
1121,1121,Moderado
1122,1122,Moderado
1123,1123,Baixo
1124,1124,Moderado
1125,1125,Baixo
1126,1126,Baixo
1127,1127,Alto
1128,1128,Baixo
1129,1129,Burnout
1130,1130,Baixo
1131,1131,Burnout
1132,1132,Burnout
1133,1133,Alto
1134,1134,Moderado
1135,1135,Alto
1136,1136,Alto
1137,1137,Alto
1138,1138,Burnout
1139,1139,Alto
1140,1140,Burnout
1141,1141,Baixo
1142,1142,Baixo
1143,1143,Baixo
1144,1144,Alto
1145,1145,Alto
1146,1146,Burnout
1147,1147,Moderado
1148,1148,Baixo
1149,1149,Moderado
1150,1150,Moderado
1151,1151,Burnout
1152,1152,Alto
1153,1153,Moderado
1154,1154,Moderado
1155,1155,Baixo
1156,1156,Moderado
1157,1157,Burnout
1158,1158,Alto
1159,1159,Alto
1160,1160,Moderado
1161,1161,Moderado
1162,1162,Baixo
1163,1163,Baixo
1164,1164,Moderado
1165,1165,Moderado
1166,1166,Moderado
1167,1167,Moderado
1168,1168,Alto
1169,1169,Moderado
1170,1170,Baixo
1171,1171,Moderado
1172,1172,Burnout
1173,1173,Alto
1174,1174,Alto
1175,1175,Burnout
1176,1176,Moderado
1177,1177,Moderado
1178,1178,Burnout
1179,1179,Baixo
1180,1180,Burnout
1181,1181,Burnout
1182,1182,Baixo
1183,1183,Baixo
1184,1184,Burnout
1185,1185,Moderado
1186,1186,Alto
1187,1187,Alto
1188,1188,Alto
1189,1189,Moderado
1190,1190,Burnout
1191,1191,Moderado
1192,1192,Alto
1193,1193,Moderado
1194,1194,Baixo
1195,1195,Alto
1196,1196,Moderado
1197,1197,Alto
1198,1198,Baixo
1199,1199,Baixo
1200,1200,Moderado
1201,1201,Baixo
1202,1202,Baixo
1203,1203,Baixo
1204,1204,Baixo
1205,1205,Alto
1206,1206,Burnout
1207,1207,Moderado
1208,1208,Burnout
1209,1209,Moderado
1210,1210,Baixo
1211,1211,Burnout
1212,1212,Moderado
1213,1213,Baixo
1214,1214,Burnout
1215,1215,Moderado
1216,1216,Burnout
1217,1217,Baixo
1218,1218,Baixo
1219,1219,Burnout
1220,1220,Alto
1221,1221,Baixo
1222,1222,Burnout
1223,1223,Moderado
1224,1224,Alto
1225,1225,Burnout
1226,1226,Alto
1227,1227,Moderado
1228,1228,Moderado
1229,1229,Moderado
1230,1230,Baixo
1231,1231,Burnout
1232,1232,Moderado
1233,1233,Moderado
1234,1234,Moderado
1235,1235,Baixo
1236,1236,Alto
1237,1237,Baixo
1238,1238,Moderado
1239,1239,Burnout
1240,1240,Burnout
1241,1241,Burnout
1242,1242,Burnout
1243,1243,Alto
1244,1244,Baixo
1245,1245,Alto
1246,1246,Alto
1247,1247,Moderado
1248,1248,Baixo
1249,1249,Baixo
1250,1250,Burnout
1251,1251,Burnout
1252,1252,Baixo
1253,1253,Burnout
1254,1254,Burnout
1255,1255,Burnout
1256,1256,Alto
1257,1257,Burnout
1258,1258,Baixo
1259,1259,Burnout
1260,1260,Baixo
1261,1261,Burnout
1262,1262,Alto
1263,1263,Alto
1264,1264,Moderado
1265,1265,Burnout
1266,1266,Moderado
1267,1267,Baixo
1268,1268,Baixo
1269,1269,Moderado
1270,1270,Baixo
1271,1271,Moderado
1272,1272,Alto
1273,1273,Burnout
1274,1274,Moderado
1275,1275,Burnout
1276,1276,Burnout
1277,1277,Alto
1278,1278,Moderado
1279,1279,Baixo
1280,1280,Moderado
1281,1281,Baixo
1282,1282,Burnout
1283,1283,Burnout
1284,1284,Moderado
1285,1285,Burnout
1286,1286,Moderado
1287,1287,Baixo
1288,1288,Alto
1289,1289,Burnout
1290,1290,Alto
1291,1291,Burnout
1292,1292,Alto
1293,1293,Burnout
1294,1294,Moderado
1295,1295,Alto
1296,1296,Burnout
1297,1297,Moderado
1298,1298,Burnout
1299,1299,Baixo
1300,1300,Alto
1301,1301,Burnout
1302,1302,Alto
1303,1303,Alto
1304,1304,Alto
1305,1305,Moderado
1306,1306,Burnout
1307,1307,Baixo
1308,1308,Burnout
1309,1309,Moderado
1310,1310,Alto
1311,1311,Alto
1312,1312,Moderado
1313,1313,Alto
1314,1314,Burnout
1315,1315,Alto
1316,1316,Burnout
1317,1317,Alto
1318,1318,Moderado
1319,1319,Moderado
1320,1320,Baixo
1321,1321,Burnout
1322,1322,Moderado
1323,1323,Burnout
1324,1324,Burnout
1325,1325,Moderado
1326,1326,Moderado
1327,1327,Alto
1328,1328,Alto
1329,1329,Burnout
1330,1330,Baixo
1331,1331,Baixo
1332,1332,Baixo
1333,1333,Baixo
1334,1334,Burnout
1335,1335,Baixo
1336,1336,Moderado
1337,1337,Burnout
1338,1338,Burnout
1339,1339,Alto
1340,1340,Alto
1341,1341,Moderado
1342,1342,Burnout
1343,1343,Alto
1344,1344,Burnout
1345,1345,Alto
1346,1346,Alto
1347,1347,Baixo
1348,1348,Alto
1349,1349,Burnout
1350,1350,Alto
1351,1351,Moderado
1352,1352,Moderado
1353,1353,Moderado
1354,1354,Baixo
1355,1355,Moderado
1356,1356,Moderado
1357,1357,Baixo
1358,1358,Baixo
1359,1359,Moderado
1360,1360,Moderado
1361,1361,Burnout
1362,1362,Moderado
1363,1363,Burnout
1364,1364,Burnout
1365,1365,Alto
1366,1366,Alto
1367,1367,Burnout
1368,1368,Moderado
1369,1369,Alto
1370,1370,Burnout
1371,1371,Burnout
1372,1372,Burnout
1373,1373,Alto
1374,1374,Moderado
1375,1375,Burnout
1376,1376,Alto
1377,1377,Alto
1378,1378,Burnout
1379,1379,Alto
1380,1380,Alto
1381,1381,Moderado
1382,1382,Baixo
1383,1383,Moderado
1384,1384,Moderado
1385,1385,Baixo
1386,1386,Burnout
1387,1387,Baixo
1388,1388,Moderado
1389,1389,Moderado
1390,1390,Alto
1391,1391,Moderado
1392,1392,Baixo
1393,1393,Burnout
1394,1394,Alto
1395,1395,Baixo
1396,1396,Alto
1397,1397,Baixo
1398,1398,Alto
1399,1399,Burnout
1400,1400,Moderado
1401,1401,Burnout
1402,1402,Moderado
1403,1403,Alto
1404,1404,Baixo
1405,1405,Moderado
1406,1406,Moderado
1407,1407,Baixo
1408,1408,Baixo
1409,1409,Alto
1410,1410,Alto
1411,1411,Alto
1412,1412,Moderado
1413,1413,Moderado
1414,1414,Burnout
1415,1415,Burnout
1416,1416,Alto
1417,1417,Baixo
1418,1418,Moderado
1419,1419,Moderado
1420,1420,Burnout
1421,1421,Moderado
1422,1422,Baixo
1423,1423,Burnout
1424,1424,Moderado
1425,1425,Alto
1426,1426,Moderado
1427,1427,Baixo
1428,1428,Burnout
1429,1429,Baixo
1430,1430,Moderado
1431,1431,Alto
1432,1432,Baixo
1433,1433,Alto
1434,1434,Moderado
1435,1435,Moderado
1436,1436,Alto
1437,1437,Moderado
1438,1438,Baixo
1439,1439,Burnout
1440,1440,Baixo
1441,1441,Moderado
1442,1442,Baixo
1443,1443,Burnout
1444,1444,Baixo
1445,1445,Baixo
1446,1446,Moderado
1447,1447,Burnout
1448,1448,Burnout
1449,1449,Moderado
1450,1450,Alto
1451,1451,Burnout
1452,1452,Moderado
1453,1453,Moderado
1454,1454,Baixo
1455,1455,Burnout
1456,1456,Alto
1457,1457,Moderado
1458,1458,Moderado
1459,1459,Alto
1460,1460,Baixo
1461,1461,Alto
1462,1462,Alto
1463,1463,Moderado
1464,1464,Burnout
1465,1465,Alto
1466,1466,Baixo
1467,1467,Alto
1468,1468,Moderado
1469,1469,Moderado
1470,1470,Baixo
1471,1471,Moderado
1472,1472,Alto
1473,1473,Moderado
1474,1474,Burnout
1475,1475,Burnout
1476,1476,Baixo
1477,1477,Moderado
1478,1478,Alto
1479,1479,Moderado
1480,1480,Alto
1481,1481,Moderado
1482,1482,Burnout
1483,1483,Baixo
1484,1484,Baixo
1485,1485,Moderado
1486,1486,Burnout
1487,1487,Moderado
